"No.","Time","Source","Destination","Protocol","Length","Info"
"20410","62.143285000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"20411","62.143796000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"20412","62.144955000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"20413","62.145595000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"20414","62.145958000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20416","62.146455000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"20417","62.146658000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20418","62.147973000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"20419","62.148762000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"20421","62.150442000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"20422","62.150774000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"20423","62.151102000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"20424","62.151302000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"20426","62.152301000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20429","62.153951000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"20430","62.155188000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20432","62.157112000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"20433","62.158343000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"20434","62.158559000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"20435","62.158560000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"20436","62.158899000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"20437","62.159183000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"20438","62.159962000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"20440","62.160363000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"20442","62.162617000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"20443","62.163406000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"20444","62.165937000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"20446","62.167008000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"20447","62.167402000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"20448","62.168186000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20449","62.169637000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"20450","62.169841000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"20451","62.169844000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"20452","62.172298000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"20454","62.175527000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20455","62.177528000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"20456","62.177529000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20457","62.177532000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20458","62.179530000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"20460","62.179533000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"20462","62.180909000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20464","62.180994000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"20465","62.181558000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"20473","62.195694000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20475","62.199509000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"20477","62.200699000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"20478","62.201833000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"20479","62.202762000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"20481","62.204714000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"20483","62.206124000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"20484","62.211731000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"20486","62.212383000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"20488","62.213065000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"20490","62.213431000","10.0.130.177","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"20492","62.216516000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"20495","62.217574000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"20497","62.223216000","192.168.14.23","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"20500","62.231543000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"20506","62.242023000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"20507","62.242900000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20509","62.247993000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"20536","62.344550000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25044","77.967374000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"25046","77.967564000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25047","77.968147000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25050","77.970790000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25054","77.976172000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25055","77.976173000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"25056","77.976174000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25058","77.977129000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"25059","77.977131000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25061","77.978159000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25062","77.982616000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25065","77.983687000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"25066","77.983908000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"25068","77.984603000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"25070","77.985668000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"25072","77.985709000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"25073","77.988101000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"25074","77.990684000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"25076","77.991611000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"25079","77.993868000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"25080","77.994471000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"25081","77.994672000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25082","77.996056000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"25083","77.997199000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"25084","77.998361000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"25086","77.999232000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"25087","77.999479000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"25088","78.000016000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"25090","78.000953000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"25094","78.004587000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25095","78.005367000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25098","78.006886000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"25099","78.008203000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"25100","78.008396000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25101","78.008397000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"25103","78.008894000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25107","78.012288000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"25111","78.015878000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25112","78.016055000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"25113","78.018165000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25114","78.018705000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"25115","78.018707000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"25117","78.018708000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25120","78.020216000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"25121","78.020480000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"25123","78.022994000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"25124","78.024649000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25125","78.024852000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"25127","78.025461000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"25128","78.026295000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25129","78.026542000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25130","78.027058000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"25132","78.027698000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"25134","78.029431000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"25135","78.030157000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"25136","78.031742000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"25138","78.032269000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"25140","78.032659000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"25141","78.033517000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"25142","78.034344000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"25143","78.034536000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"25144","78.034537000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25145","78.035487000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"25146","78.035885000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25147","78.036615000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"25149","78.037796000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"25150","78.037977000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25153","78.043203000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25154","78.044993000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"25155","78.045803000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25156","78.047907000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"25157","78.048087000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"25158","78.048596000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25159","78.048776000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25161","78.050384000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25162","78.050564000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"25163","78.050744000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"25164","78.051687000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25165","78.052804000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"25166","78.055902000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25167","78.058713000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"25168","78.061822000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25169","78.062105000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25170","78.062481000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"25171","78.062855000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25172","78.063063000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"25175","78.068127000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"25177","78.071229000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"25178","78.075261000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"25179","78.076602000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25181","78.076840000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25183","78.077800000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25184","78.078068000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25185","78.078394000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"25191","78.082152000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25192","78.083519000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25193","78.083814000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25194","78.084013000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25195","78.084244000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25196","78.084511000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25197","78.085199000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"25198","78.085408000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25199","78.085616000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25200","78.085957000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"25201","78.086953000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"25202","78.087161000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25204","78.088093000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25205","78.090994000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"25209","78.093178000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"25210","78.093387000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25211","78.094631000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"25212","78.094840000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"25213","78.095097000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25214","78.097240000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25216","78.098744000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"25217","78.099986000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"25221","78.101828000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"25222","78.102131000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25223","78.102453000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"25224","78.103468000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"25225","78.104804000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"25226","78.104805000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25227","78.105070000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"25228","78.105948000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"25230","78.106533000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"25231","78.107657000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25232","78.108279000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"25233","78.110013000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"25234","78.110440000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"25235","78.111950000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"25237","78.113363000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25238","78.114483000","192.168.14.23","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25240","78.115852000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"25241","78.115854000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25243","78.116808000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"25244","78.117008000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"25246","78.118147000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"25247","78.118633000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25249","78.121742000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"25250","78.122219000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25252","78.123945000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25253","78.126840000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"25254","78.127270000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"25256","78.128027000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"25257","78.129439000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25258","78.129649000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25259","78.130172000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"25263","78.131530000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25264","78.131742000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"25265","78.131743000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"25266","78.133303000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25268","78.135205000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"25269","78.135207000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"25270","78.135609000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"25271","78.135883000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"25273","78.138528000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"25275","78.138530000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"25276","78.140120000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"25277","78.140510000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25279","78.143177000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"25280","78.144309000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"25281","78.144519000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"25282","78.145111000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"25283","78.145392000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"25284","78.146622000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"25285","78.146623000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"25287","78.147592000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"25288","78.148263000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25289","78.148810000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"25290","78.149116000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"25292","78.153915000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25293","78.154698000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25296","78.155967000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"25297","78.156979000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25298","78.157352000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25300","78.159834000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25301","78.160896000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"25302","78.161197000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25303","78.161653000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"25305","78.162406000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25306","78.162903000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25308","78.165781000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25310","78.170173000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"25311","78.172175000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"25312","78.172176000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"25313","78.172178000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25315","78.174728000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25316","78.174729000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25317","78.174829000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"25318","78.175046000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25319","78.175870000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"25320","78.177097000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"25323","78.184248000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"25324","78.186555000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25328","78.194174000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"25329","78.194175000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"25332","78.194936000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"25334","78.194939000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25335","78.195398000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25336","78.198009000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25337","78.199622000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25341","78.202988000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"25342","78.203850000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25343","78.203851000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"25344","78.209076000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"25346","78.215376000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"25347","78.216424000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"25348","78.218100000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"25349","78.218790000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"25351","78.222461000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"25352","78.230215000","192.168.14.23","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"25354","78.243060000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
